clade_name	D10-1	D10-2	D10-3	D11-1	D11-2	D11-3	D12-1	D12-2	D12-3	D13-1	D13-2	D13-3	D14-1	D14-2	D14-3	D15-1	D15-2	D15-3	D16-1	D16-2	D16-3	D17-1	D17-2	D17-3	D2-1	D2-2	D2-3	D3-1	D3-2	D3-3	D4-1	D4-2	D4-3	D5-1	D5-2	D5-3	D6-1	D6-2	D6-3	D7-1	D7-2	D7-3	D8-1	D8-2	D8-3	D9-1	D9-2	D9-3	I10-1	I10-2	I10-3	I11-1	I11-2	I11-3	I2-1	I2-2	I2-3	I3-1	I3-2	I3-3	I4-1	I4-2	I4-3	I5-1	I5-2	I5-3	I6-1	I6-2	I6-3	I7-1	I7-2	I7-3	I8-1	I8-2	I8-3	I9-1	I9-2	I9-3
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB45514|s__GGB45514_SGB63186	0.00393	0.00276	0.00356	0.00289	0.00127	0.00253	0.00281	0.00115	0.00452	0.00569	0.00492	0.00547	0.00406	0.0084	0.00521	0.00311	0.00459	0.00434	0.00286	0.00219	0.0045	8e-05	0.00577	0.00228	0.004	0.00349	0.00452	0.00096	0.0	0.0	0.00174	0.00316	0.00176	0.0009	0.00244	0.00251	0.003	0.00397	0.00192	0.00276	0.00499	0.00342	0.00035	0.00424	0.00559	0.00488	0.00185	0.00494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30297|s__GGB30297_SGB43261	0.00376	0.00085	0.00235	0.0015	0.00294	0.00301	0.00172	0.002	0.00603	0.00284	0.0013	0.00124	0.00368	0.00477	0.00205	0.00338	0.00447	0.00219	0.0	0.00144	0.00138	0.00107	0.00499	0.00352	0.00257	0.00177	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.00057	0.00173	0.00454	0.00451	0.00268	0.00039	0.00067	0.00082	0.00312	0.00576	0.00344	0.00188	0.0015	0.00526	0.004	0.00178	0.00325	0.004	0.00379	0.00303	0.00413	0.00128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.00601	0.00854	0.00701	0.00978	0.00147	0.00093	0.00128	0.002	0.00374	0.0043	0.00593	0.00741	0.00826
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_SGB11337	0.00342	0.00302	0.00665	0.00719	0.01379	0.0088	0.00472	0.00202	0.00835	0.00776	0.00329	0.00252	0.00529	0.00596	0.01044	0.00767	0.00818	0.00518	0.00108	0.00336	0.00296	0.00334	0.00237	0.00399	0.00816	0.00629	0.01073	0.00538	0.00732	0.0045	0.00698	0.00837	0.0072	0.00307	0.00759	0.0075	0.00645	0.00723	0.00975	0.0087	0.00976	0.00748	0.00708	0.0069	0.00492	0.00749	0.00803	0.00556	0.00156	0.00274	0.00181	0.00247	0.00326	0.00089	0.00391	0.00421	0.00399	0.00386	0.00315	0.00027	0.00159	0.00124	0.00229	0.00524	0.00377	0.00193	0.0037	0.00299	0.00242	0.00237	0.00326	0.00095	0.00245	0.00421	0.00084	0.0027	0.00078	0.00156
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB28428|s__GGB28428_SGB41011	0.00336	0.00543	0.00415	0.00327	0.00469	0.00171	0.0049	0.00374	0.00513	0.00434	0.00499	0.00476	0.00441	0.00805	0.00526	0.00442	0.00721	0.0052	0.0044	0.00375	0.0022	0.00358	0.0053	0.0062	0.00285	0.00475	0.00422	0.0	0.0	0.0	0.0	0.00122	0.0	0.00138	0.00265	0.00407	0.00152	0.00342	0.00409	0.00693	0.00331	0.00291	0.00375	0.00345	0.00605	0.00386	0.00298	0.00582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB22635|s__GGB22635_SGB63107	0.00326	0.0025	0.00234	0.00306	0.00309	0.00216	0.00658	0.00222	0.00509	0.00576	0.00374	0.0053	0.00619	0.0068	0.00295	0.00501	0.00353	0.00586	0.00549	0.00598	0.00478	0.00948	0.00651	0.00859	0.00365	0.00495	0.00264	0.0	0.0	0.0	0.00049	0.0008	0.0	0.00203	0.0026	0.00311	0.00307	0.00271	0.00325	0.00645	0.00371	0.00348	0.00288	0.00469	0.00867	0.00367	0.00402	0.00421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9512|o__OFGB9512|f__FGB9512|g__GGB28398|s__GGB28398_SGB40979	0.0032	0.00326	0.00404	0.00182	0.00272	0.00478	0.00547	0.00419	0.00326	0.00374	0.00359	0.00475	0.00389	0.00664	0.00351	0.00368	0.00674	0.00275	0.00112	0.00467	0.00286	0.0014	0.00422	0.00366	0.00306	0.00389	0.00261	0.0	0.0	0.0	0.00057	0.0	0.00029	0.00087	0.00084	0.00135	0.00152	0.00173	0.00297	0.00297	0.00407	0.00295	0.00324	0.00536	0.00605	0.00289	0.00272	0.00331	0.00308	0.00138	0.00294	0.00139	0.00211	0.00035	0.0014	0.00098	0.00081	0.0	0.00019	0.00077	0.00075	0.00049	0.00029	0.00117	0.00155	0.00298	9e-05	0.00118	0.0	0.00182	0.00116	0.00135	0.00141	0.00171	0.0	0.0	0.0	0.0005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951|s__GGB28951_SGB102295	0.00316	0.00378	0.00374	0.00208	0.00216	0.00392	0.0033	0.0047	0.0071	0.00763	0.00627	0.00513	0.00739	0.0083	0.00446	0.00412	0.00914	0.00682	0.00515	0.00876	0.00688	0.00105	0.00502	0.00532	0.00295	0.00644	0.00587	0.00238	0.00066	0.0	0.00435	0.00569	0.0038	0.00214	0.00247	0.00417	0.00253	0.00406	0.00448	0.0037	0.00355	0.00316	0.0003	0.00615	0.00774	0.0043	0.0031	0.00604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB43529	0.00313	0.00253	0.00237	0.00188	0.0014	0.00258	0.00342	8e-05	0.00272	0.00238	0.00121	0.00339	0.00276	0.00369	0.00157	0.00392	0.00185	0.00269	0.00095	0.0013	0.00137	0.00102	0.00182	0.00194	0.00175	0.00098	0.00064	0.0	0.0	0.0	0.0	0.00053	0.0	0.0001	0.00011	0.00172	0.00115	0.0013	0.0009	0.00385	0.00212	0.00257	0.0	0.00199	0.00369	0.00089	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30468|s__GGB30468_SGB43552	0.00282	0.00365	0.00355	0.00333	0.0028	0.00338	0.00538	0.00682	0.0057	0.00745	0.00411	0.00505	0.00557	0.01105	0.00283	0.00479	0.00633	0.00631	0.00469	0.00571	0.00814	0.0013	0.00471	0.00366	0.00438	0.00304	0.00325	0.00158	0.0	0.00034	0.00286	0.0035	0.00219	0.00278	0.00264	0.0036	0.0021	0.00285	0.00354	0.00282	0.00179	0.0033	0.0	0.00361	0.00791	0.00606	0.00087	0.00523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB33406|s__GGB33406_SGB48104	0.00272	0.00144	0.0022	0.0037	0.00405	0.00269	0.00608	0.00018	0.00418	0.00106	0.00264	0.00582	0.00108	0.00464	0.00205	0.00291	0.00406	0.00193	0.00127	0.00209	0.00194	0.0001	0.00107	0.00093	0.00226	0.00135	0.00383	0.0	0.0	0.0	0.00056	0.00051	0.00181	0.00251	0.00126	0.00173	0.0013	0.00199	0.0009	0.00358	0.00223	0.00291	0.00303	0.00228	0.00601	0.00041	0.0017	0.00143	0.01199	0.01344	0.00944	0.01005	0.01511	0.00777	0.00724	0.01536	0.01488	0.0	0.0	0.0	0.00449	0.00225	0.00138	0.01014	0.0164	0.0118	0.00874	0.00763	0.00683	0.01123	0.01107	0.0082	0.01554	0.01633	0.01093	0.00601	0.00774	0.00847
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28949|s__GGB28949_SGB41655	0.0027	0.00334	0.00268	0.00085	0.00139	0.00467	0.00426	0.00395	0.00514	0.00816	0.00699	0.00576	0.0064	0.01013	0.00424	0.00591	0.00447	0.00556	0.00422	0.00641	0.00513	0.0	0.00294	0.00352	0.00505	0.00546	0.00648	0.00492	0.00042	0.00039	0.00365	0.00537	0.00078	0.00403	0.00163	0.00201	0.00221	0.00283	0.00475	0.00479	0.00171	0.00461	0.00075	0.00523	0.00904	0.00648	0.00184	0.00516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8118|o__OFGB8118|f__FGB8118|g__GGB29005|s__GGB29005_SGB41723	0.00263	0.0009	0.00518	0.0	0.0	0.00349	0.00268	0.00747	0.00703	0.01309	0.00663	0.00692	0.01957	0.01609	0.00508	0.00693	0.01038	0.00932	0.01219	0.01797	0.02062	0.0	0.00255	0.00188	0.00108	0.00196	0.00211	0.00186	0.00056	0.0	0.0	0.0	0.0	0.00685	0.0	0.00049	0.00058	0.00103	0.00028	0.0	0.00064	0.00019	0.0	0.00858	0.0129	0.01121	0.0	0.0118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Clostridium_methylpentosum	0.00254	0.0021	0.00113	0.00163	0.00392	0.00346	0.00051	0.0011	0.00049	0.00055	0.00088	0.00125	0.00037	0.00171	0.00119	0.0006	0.00461	0.00116	0.00062	0.0	0.0	0.00335	0.00476	0.0061	0.00186	0.00334	0.00413	0.0	0.0	0.0	0.03424	0.03027	0.04272	0.00183	0.00382	0.00065	0.00244	0.00136	0.00244	0.00324	0.00214	0.00142	0.00403	0.00052	0.00173	0.00147	0.0052	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_T32	0.0023	0.00098	0.0	0.00082	0.00339	0.0	0.00142	0.0	0.001	0.0	0.0	0.0	0.0	0.00116	0.00273	0.00145	0.00122	0.00032	0.0	0.00055	0.0	0.0	0.0	0.0	0.00207	0.00073	0.0011	0.0004	0.0	0.0	0.00074	0.00108	0.00109	0.0	0.0002	0.00089	0.00245	0.00143	0.00361	0.00208	0.00115	0.00243	0.00019	0.00018	0.0	0.00102	0.00102	0.00035	0.0	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_sp_DSM_108611	0.00209	0.00176	0.00231	0.00312	0.00325	0.00205	0.00352	0.00168	0.00273	0.00209	0.00161	0.00345	0.00241	0.00441	0.0028	0.00243	0.00158	0.00162	0.00101	0.00183	0.00059	0.00132	0.00122	0.00178	0.00189	0.00152	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.00269	0.0033	0.00189	0.00217	0.00295	0.00343	0.00168	0.00413	0.00229	0.00223	0.00395	0.00116	0.00139	0.00085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28403|s__GGB28403_SGB40985	0.00201	0.0	0.0	0.0	0.00078	0.00199	0.0	0.00182	0.0	0.00199	0.00098	0.0	0.0	0.00087	0.0	0.0	0.0	0.0	0.0	0.00149	0.0	0.0	0.0	0.0	0.00291	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00208	0.0	0.00114	0.00098	0.0	0.0	0.00402	0.0	0.0	0.00097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_lentus	0.00192	0.0	0.00585	0.0	0.0	0.0	0.00473	0.00358	0.00333	0.01304	0.0	0.01314	0.13365	0.04338	0.0	0.0	0.0	0.00565	0.0	0.00111	0.0	0.0	0.0	0.0	0.01607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00311	0.00187	0.0	0.00209	0.01784	0.00223	0.0082	0.0	0.00108	0.0	0.00167	0.00756	0.00285	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A2	0.0019	0.00178	0.00185	0.0	0.0	0.0015	0.00145	0.00132	0.00348	0.0058	0.00524	0.00384	0.00692	0.01132	0.00243	0.00235	0.0076	0.00448	0.0029	0.0069	0.00689	0.0	0.00339	0.00077	0.0	0.00091	0.00304	0.0014	0.00012	0.0	0.0	0.0	0.0	0.00135	0.00033	0.0004	0.00108	0.00011	0.00275	0.0	0.00076	0.0	0.0	0.00467	0.00642	0.00582	0.0	0.00501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2846|o__OFGB2846|f__FGB2846|g__GGB75314|s__GGB75314_SGB102498	0.00177	0.00281	0.0011	0.00116	0.00251	0.00224	0.00269	0.00147	0.00141	0.0027	0.00129	0.00281	0.00247	0.0028	0.00167	0.00347	0.00262	0.00268	0.00069	0.00083	0.00145	0.00105	0.00384	0.00175	0.00222	0.00155	0.00193	0.0	0.0	0.0	0.00161	0.00207	0.00126	0.00118	0.00181	0.00268	0.0015	0.0017	0.00156	0.00423	0.00123	0.00229	0.00161	0.00185	0.00322	0.00132	0.00153	0.00166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30464|s__GGB30464_SGB43538	0.00141	0.00046	0.0	0.0	0.00035	0.00128	0.00242	0.0006	0.00331	0.00231	0.00094	0.00157	0.00122	0.00357	0.0014	0.00166	0.00321	0.00174	0.0017	0.00226	0.00192	0.00018	0.00194	0.00095	0.00154	0.00071	0.00238	0.0	0.0	0.0	0.00065	0.00104	0.00063	0.00053	0.0002	0.00143	0.00064	0.00102	0.0008	0.00086	0.00014	0.00145	0.0	0.00185	0.00408	0.00031	0.00096	0.00265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0.00134	0.00284	0.00261	0.0	0.00028	0.00124	0.00141	0.0029	0.00611	0.00679	0.00751	0.00664	0.00946	0.01177	0.00378	0.00579	0.01544	0.00483	0.00903	0.01025	0.011	0.00053	0.00668	0.00794	0.00128	0.00227	0.00618	0.01222	0.00685	0.0067	0.00187	0.00087	0.00295	0.00194	0.0001	0.00195	0.00149	0.0	0.0	0.00019	0.00047	0.00011	0.0	0.00592	0.0074	0.00879	0.00198	0.01001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30450|s__GGB30450_SGB43507	0.00133	0.0	0.00205	0.00141	0.0001	0.00085	0.00325	0.0004	0.00136	0.0014	0.00158	0.00192	0.00092	0.00296	0.0008	0.00088	0.00082	0.0025	0.0	0.00151	0.00051	0.00058	0.00088	0.00086	0.00081	0.00039	0.00075	0.0	0.0	0.0	0.0	0.00134	0.00087	0.0	0.00141	0.00031	0.00087	0.00231	0.0	0.00126	0.0	0.0008	0.0	0.00111	0.00208	0.0	0.00161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_danieliae	0.00128	0.00086	0.00435	0.0	0.0	0.00142	0.00343	0.00211	0.00409	0.00516	0.00239	0.00296	0.00907	0.0065	0.00115	0.00296	0.00163	0.00374	0.0062	0.00815	0.02115	0.00012	0.00029	0.00062	0.0	0.00057	0.00121	0.0	0.0	0.0	0.0	0.0	0.0	0.00202	0.0	0.00045	0.00117	4e-05	0.00058	0.00011	0.00059	0.0	0.0	0.00493	0.00847	0.00657	0.0	0.00429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB74407|s__GGB74407_SGB43540	0.00127	0.0	0.00052	0.00165	0.00107	0.0007	0.00312	0.00081	0.00329	0.00265	0.00077	0.00257	0.00137	0.00283	0.00028	0.00232	0.00272	0.00305	0.00074	0.00298	0.00125	0.0	0.0017	0.00212	0.00111	0.00136	0.00201	0.0003	0.0	0.0	0.0	0.00131	0.00201	0.0	0.00142	0.0018	0.00105	0.00081	0.00027	0.00144	0.00178	0.00213	0.0	0.00094	0.0024	0.0	0.00179	0.00174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Parvibacter|s__Parvibacter_caecicola	0.00122	0.00294	0.00293	0.00299	0.00293	0.00178	0.00284	0.00236	0.00382	0.00395	0.00181	0.00431	0.00541	0.00645	0.0019	0.00349	0.00302	0.00337	0.00273	0.00316	0.00434	0.00265	0.00389	0.00294	0.00099	0.00092	0.00196	0.0	0.0	0.0	0.00025	0.00097	8e-05	0.00104	0.00221	0.0022	0.00212	0.00151	0.00176	0.00403	0.00354	0.00195	0.00075	0.00351	0.00657	0.00231	0.00059	0.0019	0.00076	0.0	0.00043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.00035	0.0004	0.00011	0.0	0.0	0.0002	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB43539	0.00093	0.0	0.00393	0.00046	0.0	0.0	0.0	0.0	0.0	0.0013	0.0005	0.0	0.00131	0.00255	0.00047	0.0	0.0	0.00084	0.00052	0.0	0.00318	0.0	0.00044	0.0	0.0	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.0022	0.0	0.0	0.0019	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaerotruncus|s__Anaerotruncus_sp_1XD42_93	0.00089	0.0	0.0	0.0	0.0	0.00082	9e-05	0.00063	0.0	0.0022	0.0006	0.0002	0.00091	0.00336	0.0	0.00222	0.00071	0.00289	0.0	0.00219	0.00038	0.0001	0.0	0.0021	0.0	0.00118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.00041	0.0	0.00011	0.0001	0.00083	0.00044	0.0	0.0	0.00059	0.00286	0.00041	0.0004	0.0001	0.02627	0.02814	0.02749	0.02264	0.0277	0.02105	0.01865	0.03127	0.02272	0.00075	0.00248	0.00139	0.0001	0.0	0.0	0.02129	0.03756	0.03467	0.01527	0.02699	0.02568	0.02522	0.02901	0.02772	0.02758	0.04088	0.02619	0.00977	0.0107	0.00985
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28875|s__GGB28875_SGB41555	0.00087	0.00113	0.00172	0.00013	0.0	0.00101	0.00251	0.00345	0.00294	0.00313	0.00306	0.00334	0.00397	0.00552	0.00188	0.00212	0.00551	0.00304	0.00425	0.00364	0.00375	0.00165	0.00399	0.00335	0.00177	0.0016	0.00408	0.0015	0.00163	0.00077	0.00061	0.00219	0.00319	0.00142	0.00183	0.00152	0.00138	0.00029	0.00044	0.00106	0.00181	0.00057	0.0	0.00421	0.00509	0.00357	0.00114	0.00209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis	0.00083	0.0033	0.00388	0.01764	0.00092	0.00859	0.00794	0.00088	0.00502	0.00404	0.0073	0.00045	0.00591	0.04254	0.00396	0.00445	0.00911	0.01998	0.00024	0.02154	0.00942	0.00333	0.01152	0.00625	0.0	0.0511	0.02068	0.0	0.0	0.0	0.0	0.0	0.00621	0.0	0.0	0.00986	0.00313	0.01822	0.00621	0.01886	0.00916	0.00307	0.00809	0.06439	0.01145	0.00176	0.01324	0.00341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB27849|s__GGB27849_SGB40283	0.00066	0.00174	0.00149	0.00165	0.00356	0.00222	0.00536	0.00506	0.00883	0.00403	0.00192	0.00269	0.00433	0.00532	0.00075	0.00573	0.00619	0.00311	0.00395	0.00595	0.00503	0.00624	0.01325	0.01212	0.00684	0.0054	0.00485	0.0	0.0	0.0	0.0	0.0	0.0	0.00019	0.00149	0.00148	0.00241	0.00325	0.00318	0.00158	0.00296	0.00583	0.00085	0.00482	0.00839	0.00198	0.00214	0.00117	0.01024	0.00711	0.00772	0.00875	0.00677	0.00713	0.00585	0.00535	0.00774	0.0	0.0	0.0	0.00787	0.00815	0.00694	0.00921	0.00635	0.01031	0.00268	0.00219	0.00271	0.00736	0.00508	0.00846	0.00935	0.00971	0.0101	0.00247	0.00085	0.00211
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichales_unclassified|g__Erysipelotrichales_unclassified|s__Erysipelotrichales_bacterium	0.00062	0.00106	0.00032	0.0	0.0	0.0	0.00157	0.00207	0.00269	0.00367	0.00069	0.00068	0.00491	0.00318	0.00027	0.00233	0.0023	0.00294	0.0016	0.00363	0.00304	0.0	0.00153	0.00185	0.00058	0.00044	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.00043	0.0	0.00134	0.00016	0.0	0.0	0.0	0.00343	0.00495	0.00033	0.00015	0.00203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00374	0.00148	0.00133	0.00122	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
